record_id,region,location_name,latitude,longitude,month,year,habitat_class,flooded_area_km2,water_depth_cm,inundation_duration_days,vegetation_type,canopy_cover_percent,floating_vegetation_present,substrate_type,water_flow_rate,nutrient_level,suitable_for_aquatic_plants,suitable_for_flood_forest_trees,suitable_for_macrophytes,suitable_for_rice_cultivation,habitat_productivity_index
460,Amazon_Central,Site_0460,-0.8612,-66.5573,Oct,1990,Macrophyte,42947,123,7,Aquatic_Grasses,77,Yes,Clay,Slow,Moderate,No,Marginal,Yes,Yes,80
461,Amazon_Central,Site_0461,-5.6155,-66.2856,May,1980,Flooded_Forest,110642,273,26,Flooded_Shrubs,67,Yes,Clay,Stagnant,High,No,Yes,Marginal,No,95
462,Amazon_Mainstem_West,Site_0462,-1.5101,-68.8463,Mar,1992,Open_Water,46726,299,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,70
463,Amazon_Mainstem_West,Site_0463,-2.9381,-66.9146,Sep,1992,Macrophyte,59993,246,10,Aquatic_Grasses,41,Yes,Organic_Matter,Stagnant,Moderate,No,No,Yes,No,85
464,Amazon_Mainstem,Site_0464,-6.2649,-64.9964,Nov,1990,Open_Water,27857,283,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,70
465,Amazon_Mainstem,Site_0465,-1.4142,-70.8536,Dec,1983,Open_Water,36357,200,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,70
466,Amazon_Mainstem_West,Site_0466,-5.6985,-64.1509,Sep,1986,Flooded_Forest,62197,568,14,Flooded_Shrubs,65,Yes,Clay,Stagnant,Very_High,No,Yes,Marginal,No,65
467,Amazon_Mainstem_West,Site_0467,-3.4886,-56.0544,Jan,1987,Open_Water,51507,584,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
468,Amazon_Mainstem,Site_0468,-0.7629,-62.5371,Mar,1981,Open_Water,45844,584,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
469,Amazon_Mainstem,Site_0469,-2.3819,-66.6919,Oct,1988,Open_Water,27070,714,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
470,Amazon_Mainstem_West,Site_0470,-3.6546,-58.4091,Jul,1982,River_Channel,4313,507,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
471,Amazon_Mainstem_East,Site_0471,-5.1016,-59.4402,Jul,1980,Flooded_Forest,70985,282,6,Flooded_Trees,90,No,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,100
472,Amazon_Mainstem_West,Site_0472,-5.7995,-66.9036,Oct,1980,River_Channel,5246,988,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
473,Amazon_Central,Site_0473,-2.7911,-70.9069,Aug,1985,Macrophyte,43310,184,12,Floating_Macrophytes,85,Yes,Sand,Slow,High,No,No,Yes,Yes,100
474,Amazon_Mainstem_East,Site_0474,-2.419,-68.7624,Jan,1983,River_Channel,5983,1109,30,None,0,No,Clay,Fast,Low,Yes,No,No,No,25
475,Amazon_Mainstem,Site_0475,-3.2007,-55.6324,May,1995,Macrophyte,49831,112,22,Emergent_Vegetation,58,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,100
476,Amazon_Central,Site_0476,-4.2704,-69.427,Nov,1993,River_Channel,4892,1075,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
477,Amazon_Mainstem_West,Site_0477,-4.9546,-55.2527,Apr,1993,Macrophyte,66185,63,25,Emergent_Vegetation,82,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,85
478,Amazon_Mainstem_East,Site_0478,-4.0873,-63.1714,Dec,1991,Macrophyte,42092,140,6,Emergent_Vegetation,52,Yes,Mud,Stagnant,High,No,Marginal,Yes,Yes,95
479,Amazon_Mainstem,Site_0479,-0.0289,-69.0326,Feb,1990,Macrophyte,68880,135,28,Emergent_Vegetation,64,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,85
480,Amazon_Mainstem_West,Site_0480,-7.484,-70.0195,Jan,1987,Open_Water,47813,523,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
481,Amazon_Central,Site_0481,-3.2741,-71.4018,May,1990,River_Channel,4242,1456,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
482,Amazon_Mainstem_East,Site_0482,-0.3681,-61.1524,Jun,1981,Flooded_Forest,120247,470,29,Flooded_Trees,69,No,Clay,Slow,Very_High,No,Yes,Marginal,No,85
483,Amazon_Mainstem_East,Site_0483,-4.6576,-64.962,Sep,1993,Macrophyte,37224,193,16,Emergent_Vegetation,76,Yes,Organic_Matter,Slow,High,Yes,No,Yes,Yes,100
484,Amazon_Mainstem_East,Site_0484,-3.6832,-60.5576,Oct,1979,River_Channel,3985,1268,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
485,Amazon_Mainstem_West,Site_0485,-3.2809,-59.5288,Jun,1988,Macrophyte,67947,194,25,Aquatic_Grasses,60,Yes,Mixed,Slow,High,Yes,No,Yes,Yes,100
486,Amazon_Mainstem_East,Site_0486,-0.3288,-64.8252,Feb,1990,Flooded_Forest,87131,210,26,Flooded_Shrubs,76,Yes,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,100
487,Amazon_Mainstem_West,Site_0487,-3.6925,-58.2328,Oct,1986,Open_Water,29386,523,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
488,Amazon_Mainstem_West,Site_0488,-6.1305,-63.2626,Jun,1990,Macrophyte,57427,178,23,Floating_Macrophytes,64,Yes,Organic_Matter,Slow,Moderate,Yes,No,Yes,Yes,90
489,Amazon_Mainstem_West,Site_0489,-3.552,-60.3334,Mar,1989,Macrophyte,54051,79,21,Emergent_Vegetation,55,Yes,Clay,Stagnant,High,Yes,Marginal,Yes,Yes,80
490,Amazon_Mainstem_West,Site_0490,-2.9552,-64.9647,Nov,1985,Macrophyte,37280,218,5,Emergent_Vegetation,40,Yes,Mud,Slow,High,No,No,Yes,No,100
491,Amazon_Mainstem_West,Site_0491,-0.7256,-64.9294,Aug,1991,Macrophyte,35720,230,16,Aquatic_Grasses,77,Yes,Mixed,Stagnant,Moderate,Yes,No,Yes,No,75
492,Amazon_Mainstem,Site_0492,-4.1951,-56.1404,Jan,1991,River_Channel,4596,462,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,40
493,Amazon_Mainstem_East,Site_0493,-7.2839,-61.9331,Jun,1991,River_Channel,4988,1382,30,None,0,No,Mud,Fast,Moderate,Yes,No,No,No,25
494,Amazon_Mainstem_East,Site_0494,-0.7625,-56.3127,Nov,1989,River_Channel,3627,1419,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
495,Amazon_Mainstem,Site_0495,-7.386,-60.9436,Jun,1980,Open_Water,56028,220,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,70
496,Amazon_Central,Site_0496,-4.3547,-61.8772,Jun,1980,Open_Water,45852,647,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
497,Amazon_Mainstem,Site_0497,-0.011,-58.6458,Feb,1985,Macrophyte,56651,213,27,Aquatic_Grasses,63,Yes,Mud,Stagnant,High,Yes,No,Yes,No,95
498,Amazon_Mainstem_West,Site_0498,-2.8818,-66.9605,Oct,1992,River_Channel,3325,972,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
499,Amazon_Mainstem_West,Site_0499,-7.7068,-56.5407,Apr,1991,River_Channel,5526,1188,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
500,Amazon_Mainstem_West,Site_0500,-3.9147,-70.8661,Feb,1984,River_Channel,5051,419,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,40
501,Amazon_Mainstem_West,Site_0501,-1.6011,-54.2112,Nov,1987,Macrophyte,38380,106,7,Emergent_Vegetation,49,Yes,Mixed,Stagnant,High,No,Marginal,Yes,Yes,95
502,Amazon_Mainstem,Site_0502,-6.2877,-65.4037,Oct,1981,Flooded_Forest,50306,516,3,Flooded_Trees,81,Yes,Clay,Stagnant,Very_High,No,Yes,No,No,65
503,Amazon_Mainstem_West,Site_0503,-2.7451,-60.9724,Jul,1989,Macrophyte,59085,229,16,Emergent_Vegetation,82,Yes,Organic_Matter,Stagnant,High,Yes,No,Yes,No,100
504,Amazon_Mainstem_West,Site_0504,-0.8633,-64.8812,Mar,1990,River_Channel,4481,1478,30,None,0,No,Mixed,Fast,Moderate,Yes,No,No,No,25
505,Amazon_Mainstem_West,Site_0505,-1.5511,-68.4484,May,1991,Flooded_Forest,69297,336,26,Flooded_Shrubs,72,Yes,Organic_Matter,Slow,High,No,Yes,No,No,95
506,Amazon_Mainstem,Site_0506,-6.0335,-54.0373,Dec,1984,Open_Water,34356,597,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
507,Amazon_Central,Site_0507,-5.2513,-65.5031,Feb,1996,Macrophyte,68922,98,27,Aquatic_Grasses,46,Yes,Mud,Slow,High,Yes,Marginal,Yes,Yes,85
508,Amazon_Mainstem_West,Site_0508,-7.4734,-64.1701,Dec,1985,Flooded_Forest,72606,587,4,Flooded_Trees,62,No,Sand,Slow,Very_High,No,Yes,Marginal,No,70
509,Amazon_Mainstem_East,Site_0509,-1.2128,-57.049,Jun,1981,Flooded_Forest,118319,318,25,Flooded_Trees,86,No,Clay,Stagnant,High,No,Yes,No,No,80
510,Amazon_Central,Site_0510,-6.9529,-57.027,May,1979,Macrophyte,50795,210,25,Aquatic_Grasses,63,Yes,Sand,Slow,High,Yes,No,Yes,No,100
511,Amazon_Mainstem_East,Site_0511,-6.1352,-71.6621,Apr,1992,Flooded_Forest,80621,166,26,Flooded_Shrubs,94,No,Organic_Matter,Slow,High,No,Yes,No,No,100
512,Amazon_Mainstem_East,Site_0512,-2.147,-56.2093,Sep,1988,River_Channel,5100,822,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
513,Amazon_Mainstem,Site_0513,-7.9599,-69.4565,Nov,1987,Flooded_Forest,79237,278,4,Flooded_Shrubs,68,No,Mixed,Stagnant,High,No,Yes,Marginal,No,95
514,Amazon_Mainstem_West,Site_0514,-1.261,-66.2029,Nov,1980,Macrophyte,44622,227,11,Floating_Macrophytes,53,Yes,Sand,Stagnant,High,No,No,Yes,No,95
515,Amazon_Mainstem_West,Site_0515,-6.4767,-68.3343,Aug,1996,Macrophyte,28207,85,17,Floating_Macrophytes,77,Yes,Organic_Matter,Slow,Moderate,Yes,Marginal,Yes,Yes,75
516,Amazon_Mainstem_East,Site_0516,-0.348,-57.4045,Oct,1979,River_Channel,5096,1197,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
517,Amazon_Mainstem_West,Site_0517,-0.3415,-57.5122,Dec,1986,Macrophyte,32941,140,11,Emergent_Vegetation,86,Yes,Organic_Matter,Stagnant,High,No,Marginal,Yes,Yes,100
518,Amazon_Mainstem_West,Site_0518,-5.8361,-63.837,Feb,1989,Macrophyte,67890,135,23,Floating_Macrophytes,70,Yes,Clay,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
519,Amazon_Mainstem,Site_0519,-5.6729,-58.4999,Aug,1995,Flooded_Forest,90210,512,13,Flooded_Shrubs,79,No,Mixed,Slow,Very_High,No,Yes,No,No,70
520,Amazon_Central,Site_0520,-6.0285,-56.9878,Oct,1992,River_Channel,3505,483,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,40
521,Amazon_Mainstem_East,Site_0521,-3.4804,-54.8494,Oct,1991,Macrophyte,28187,191,16,Emergent_Vegetation,41,Yes,Clay,Stagnant,Moderate,Yes,No,Yes,Yes,75
522,Amazon_Mainstem_East,Site_0522,-4.5622,-71.4085,Jun,1987,Open_Water,39634,386,30,None,0,No,Organic_Matter,Slow,Moderate,Yes,No,No,No,65
523,Amazon_Mainstem_East,Site_0523,-0.014,-63.6871,Nov,1986,Open_Water,25598,506,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
524,Amazon_Mainstem_East,Site_0524,-1.0228,-54.5888,Feb,1982,Flooded_Forest,105671,346,28,Flooded_Trees,79,Yes,Mud,Slow,Very_High,No,Yes,No,No,85
525,Amazon_Mainstem,Site_0525,-3.9508,-58.1402,Oct,1989,Flooded_Forest,69561,192,4,Flooded_Trees,95,No,Mud,Slow,High,No,Yes,No,No,100
526,Amazon_Mainstem_West,Site_0526,-4.1949,-67.7263,Jun,1988,River_Channel,4056,1382,30,None,0,No,Sand,Moderate,Moderate,Yes,No,No,No,40
527,Amazon_Central,Site_0527,-6.3504,-64.1132,May,1994,Macrophyte,56056,99,20,Emergent_Vegetation,51,Yes,Organic_Matter,Stagnant,Moderate,Yes,Marginal,Yes,Yes,70
528,Amazon_Mainstem_West,Site_0528,-6.1739,-54.157,Dec,1995,Open_Water,27679,457,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,55
529,Amazon_Mainstem,Site_0529,-2.976,-54.4227,Nov,1982,River_Channel,5075,402,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,40
530,Amazon_Central,Site_0530,-2.4766,-56.4098,Jun,1988,Flooded_Forest,117143,540,26,Flooded_Shrubs,92,No,Clay,Slow,High,No,Yes,No,No,70
531,Amazon_Mainstem_East,Site_0531,-3.727,-60.5926,Feb,1986,River_Channel,4635,460,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,40
532,Amazon_Mainstem_East,Site_0532,-6.8643,-67.4028,Jun,1980,Open_Water,40647,267,30,None,0,No,Clay,Moderate,Moderate,Yes,No,No,No,70
533,Amazon_Central,Site_0533,-4.1935,-70.887,Jan,1980,Flooded_Forest,83327,389,30,Flooded_Trees,91,Yes,Mud,Stagnant,Very_High,No,Yes,No,No,80
534,Amazon_Central,Site_0534,-4.6098,-56.964,Jan,1996,River_Channel,4643,971,30,None,0,No,Mixed,Fast,Low,Yes,No,No,No,25
535,Amazon_Mainstem,Site_0535,-0.2588,-71.7766,Oct,1979,River_Channel,3653,1448,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
536,Amazon_Mainstem_East,Site_0536,-7.6399,-63.8495,Apr,1989,Open_Water,51768,740,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,40
537,Amazon_Mainstem,Site_0537,-1.6192,-64.7596,Oct,1984,Open_Water,33289,780,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,50
538,Amazon_Mainstem,Site_0538,-3.1253,-56.1649,Jan,1992,Macrophyte,50971,192,21,Emergent_Vegetation,56,Yes,Clay,Slow,Moderate,Yes,No,Yes,Yes,80
539,Amazon_Mainstem,Site_0539,-0.9409,-65.1472,Aug,1979,Macrophyte,39306,235,20,Aquatic_Grasses,58,Yes,Organic_Matter,Slow,High,Yes,No,Yes,No,100
540,Amazon_Mainstem_East,Site_0540,-7.7074,-62.8393,Oct,1985,Flooded_Forest,80318,307,11,Flooded_Trees,82,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,90
541,Amazon_Mainstem_West,Site_0541,-7.6224,-64.7595,Feb,1990,Macrophyte,69300,240,30,Floating_Macrophytes,60,Yes,Mud,Stagnant,High,Yes,No,Yes,No,95
542,Amazon_Mainstem_East,Site_0542,-4.6452,-69.4215,Oct,1983,Flooded_Forest,50113,165,11,Flooded_Shrubs,74,No,Organic_Matter,Stagnant,High,No,Yes,No,No,100
543,Amazon_Central,Site_0543,-3.6062,-59.4843,Jan,1994,River_Channel,5624,1381,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
544,Amazon_Mainstem_East,Site_0544,-5.5864,-65.9079,Aug,1990,Open_Water,37434,314,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,55
545,Amazon_Central,Site_0545,-1.5993,-65.9479,Jan,1993,Macrophyte,56041,125,29,Floating_Macrophytes,56,Yes,Clay,Slow,High,Yes,Marginal,Yes,Yes,100
546,Amazon_Mainstem_West,Site_0546,-0.1382,-58.1456,Jun,1987,Flooded_Forest,111369,311,30,Flooded_Trees,85,Yes,Clay,Stagnant,High,No,Yes,No,No,80
547,Amazon_Central,Site_0547,-4.2963,-57.6067,Jun,1987,River_Channel,4637,1329,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
548,Amazon_Central,Site_0548,-2.5336,-58.5872,Aug,1983,Macrophyte,34672,132,17,Floating_Macrophytes,48,Yes,Mixed,Slow,Moderate,Yes,Marginal,Yes,Yes,80
549,Amazon_Mainstem_East,Site_0549,-1.5056,-70.704,Feb,1993,Open_Water,38551,461,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,55
550,Amazon_Mainstem_East,Site_0550,-1.6727,-60.8735,Oct,1981,River_Channel,4771,941,30,None,0,No,Sand,Fast,Moderate,Yes,No,No,No,25
551,Amazon_Central,Site_0551,-7.1102,-67.239,Apr,1996,River_Channel,4671,431,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,65
552,Amazon_Mainstem_West,Site_0552,-3.1081,-65.397,Dec,1989,Open_Water,28388,620,30,None,0,No,Organic_Matter,Slow,Low,Yes,No,No,No,50
553,Amazon_Central,Site_0553,-4.5382,-61.968,Apr,1990,River_Channel,4239,1319,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
554,Amazon_Mainstem_West,Site_0554,-1.4131,-57.426,Oct,1988,Flooded_Forest,47346,506,8,Flooded_Trees,60,Yes,Organic_Matter,Slow,High,No,Yes,Marginal,No,80
555,Amazon_Central,Site_0555,-2.3169,-64.2402,Jun,1992,Flooded_Forest,161354,151,29,Flooded_Trees,69,Yes,Sand,Stagnant,Very_High,No,Yes,Marginal,No,95
556,Amazon_Mainstem_West,Site_0556,-0.607,-57.8375,May,1986,Flooded_Forest,79730,402,27,Flooded_Trees,84,No,Mixed,Stagnant,High,No,Yes,No,No,80
557,Amazon_Mainstem,Site_0557,-3.5196,-71.0574,Dec,1992,Macrophyte,56825,95,14,Aquatic_Grasses,90,Yes,Organic_Matter,Slow,Moderate,No,Marginal,Yes,Yes,75
558,Amazon_Mainstem_West,Site_0558,-6.6915,-65.5472,Sep,1983,Flooded_Forest,88158,336,4,Flooded_Trees,76,No,Mud,Slow,Very_High,No,Yes,No,No,85
559,Amazon_Mainstem,Site_0559,-6.5625,-68.8038,Apr,1980,River_Channel,5885,1394,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
560,Amazon_Mainstem_West,Site_0560,-5.2357,-69.542,Sep,1996,Open_Water,37322,714,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,40
561,Amazon_Mainstem_West,Site_0561,-6.2123,-68.0439,Aug,1988,River_Channel,4312,735,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
562,Amazon_Mainstem,Site_0562,-2.4945,-58.6652,Jun,1979,Open_Water,35979,319,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,55
563,Amazon_Mainstem_West,Site_0563,-6.4521,-65.7939,Jun,1992,Macrophyte,63425,185,26,Aquatic_Grasses,72,Yes,Mud,Slow,High,Yes,No,Yes,Yes,100
564,Amazon_Mainstem_East,Site_0564,-5.6133,-55.3445,Feb,1986,Flooded_Forest,87421,191,27,Flooded_Trees,74,Yes,Organic_Matter,Stagnant,Very_High,No,Yes,No,No,100
565,Amazon_Mainstem_West,Site_0565,-5.4496,-64.6891,Jan,1980,Flooded_Forest,103607,286,27,Flooded_Trees,60,No,Clay,Stagnant,High,No,Yes,Marginal,No,95
566,Amazon_Mainstem_West,Site_0566,-7.266,-69.4064,Feb,1990,River_Channel,5084,1108,30,None,0,No,Organic_Matter,Fast,Moderate,Yes,No,No,No,35
567,Amazon_Mainstem_East,Site_0567,-2.917,-60.3786,Mar,1993,Flooded_Forest,114705,286,29,Flooded_Shrubs,82,No,Mixed,Slow,High,No,Yes,No,No,100
568,Amazon_Mainstem_West,Site_0568,-0.4078,-67.1934,Sep,1987,Flooded_Forest,74775,534,13,Flooded_Trees,82,Yes,Clay,Slow,Very_High,No,Yes,No,No,70
569,Amazon_Central,Site_0569,-3.1133,-54.6442,Aug,1982,Flooded_Forest,54534,154,7,Flooded_Trees,65,Yes,Clay,Slow,High,No,Yes,Marginal,No,100
570,Amazon_Mainstem_West,Site_0570,-7.1754,-54.2218,Sep,1979,River_Channel,4714,825,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
571,Amazon_Mainstem_West,Site_0571,-1.741,-67.0587,Feb,1984,River_Channel,5516,608,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
572,Amazon_Mainstem,Site_0572,-2.9072,-64.2104,Mar,1993,River_Channel,4012,957,30,None,0,No,Organic_Matter,Fast,Low,Yes,No,No,No,35
573,Amazon_Mainstem_East,Site_0573,-5.9428,-57.7999,Nov,1986,Open_Water,29296,516,30,None,0,No,Sand,Slow,Low,Yes,No,No,No,40
574,Amazon_Mainstem_West,Site_0574,-6.5544,-57.1891,Sep,1991,Flooded_Forest,46938,590,13,Flooded_Trees,85,Yes,Clay,Slow,Very_High,No,Yes,No,No,70
575,Amazon_Central,Site_0575,-2.2637,-60.3105,Jan,1986,Open_Water,38748,636,30,None,0,No,Organic_Matter,Moderate,Low,Yes,No,No,No,50
576,Amazon_Mainstem_East,Site_0576,-5.994,-69.7782,Feb,1981,Macrophyte,63914,83,29,Emergent_Vegetation,42,Yes,Organic_Matter,Stagnant,High,Yes,Marginal,Yes,Yes,90
577,Amazon_Mainstem,Site_0577,-0.1607,-64.4314,Feb,1989,Flooded_Forest,155196,256,27,Flooded_Trees,90,No,Mixed,Stagnant,High,No,Yes,No,No,95
578,Amazon_Central,Site_0578,-5.798,-63.2899,Apr,1984,Open_Water,38666,335,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,55
579,Amazon_Mainstem_East,Site_0579,-3.7509,-61.1858,Jun,1993,Open_Water,47074,631,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,40
580,Amazon_Mainstem_East,Site_0580,-1.9148,-70.8041,Feb,1983,Open_Water,45483,306,30,None,0,No,Clay,Slow,Low,Yes,No,No,No,55
581,Amazon_Mainstem,Site_0581,-5.8894,-66.8179,Apr,1995,Open_Water,47151,585,30,None,0,No,Mud,Slow,Low,Yes,No,No,No,40
582,Amazon_Mainstem,Site_0582,-1.4923,-54.0495,Jan,1993,Macrophyte,71818,130,24,Floating_Macrophytes,58,Yes,Mixed,Slow,High,Yes,Marginal,Yes,Yes,100
583,Amazon_Mainstem,Site_0583,-2.0196,-68.6995,Nov,1995,River_Channel,5436,1150,30,None,0,No,Clay,Fast,Moderate,Yes,No,No,No,25
584,Amazon_Central,Site_0584,-0.5426,-68.4635,Feb,1981,Flooded_Forest,163454,250,30,Flooded_Shrubs,60,Yes,Mud,Slow,High,No,Yes,Marginal,No,100
585,Amazon_Mainstem_East,Site_0585,-6.7315,-68.6733,Oct,1987,Open_Water,26301,236,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,70
586,Amazon_Mainstem,Site_0586,-2.5909,-69.1763,Nov,1990,River_Channel,4457,853,30,None,0,No,Sand,Fast,Low,Yes,No,No,No,25
587,Amazon_Mainstem_East,Site_0587,-2.4008,-63.0733,Nov,1996,Open_Water,27584,628,30,None,0,No,Mixed,Slow,Moderate,Yes,No,No,No,40
588,Amazon_Mainstem_East,Site_0588,-5.749,-59.2817,Oct,1979,Macrophyte,45646,61,8,Floating_Macrophytes,72,Yes,Clay,Stagnant,High,No,Marginal,Yes,Yes,80
589,Amazon_Mainstem,Site_0589,-3.203,-62.9634,Sep,1979,River_Channel,3378,1077,30,None,0,No,Clay,Moderate,Low,Yes,No,No,No,40
590,Amazon_Mainstem,Site_0590,-0.8984,-59.2532,Jul,1991,Flooded_Forest,94912,204,7,Flooded_Shrubs,82,Yes,Sand,Stagnant,Very_High,No,Yes,No,No,95
591,Amazon_Central,Site_0591,-2.0432,-56.3081,Jun,1985,Macrophyte,62643,213,21,Aquatic_Grasses,73,Yes,Mud,Stagnant,Moderate,Yes,No,Yes,No,75
592,Amazon_Mainstem_West,Site_0592,-3.1942,-55.8277,May,1992,Open_Water,42895,580,30,None,0,No,Mixed,Moderate,Low,Yes,No,No,No,40
593,Amazon_Mainstem,Site_0593,-5.7895,-54.1773,Oct,1987,Flooded_Forest,32073,351,6,Flooded_Shrubs,81,No,Organic_Matter,Stagnant,High,No,Yes,No,No,90
594,Amazon_Central,Site_0594,-0.3079,-59.4125,Jul,1991,Flooded_Forest,66142,488,9,Flooded_Trees,79,No,Clay,Slow,Very_High,No,Yes,No,No,85
595,Amazon_Mainstem_East,Site_0595,-0.0784,-64.1553,Jan,1984,Open_Water,55241,326,30,None,0,No,Sand,Moderate,Low,Yes,No,No,No,55
596,Amazon_Mainstem_East,Site_0596,-5.239,-63.2613,Jul,1994,Macrophyte,58530,123,12,Aquatic_Grasses,89,Yes,Clay,Stagnant,Moderate,No,Marginal,Yes,Yes,75
597,Amazon_Mainstem,Site_0597,-6.0009,-68.2855,Apr,1990,Flooded_Forest,109174,588,29,Flooded_Trees,81,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,75
598,Amazon_Central,Site_0598,-0.3431,-57.583,Feb,1990,Open_Water,35434,572,30,None,0,No,Mud,Moderate,Moderate,Yes,No,No,No,40
599,Amazon_Mainstem_West,Site_0599,-7.5542,-66.1303,Feb,1981,Macrophyte,70086,246,24,Emergent_Vegetation,86,Yes,Organic_Matter,Stagnant,Moderate,Yes,No,Yes,No,85
600,Amazon_Mainstem_West,Site_0600,-1.3544,-57.2224,Apr,1994,Open_Water,44019,371,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,55
601,Amazon_Mainstem_East,Site_0601,-7.3735,-60.4353,Dec,1994,River_Channel,4500,730,30,None,0,No,Mixed,Moderate,Moderate,Yes,No,No,No,40
602,Amazon_Mainstem_West,Site_0602,-4.6009,-65.9136,Feb,1982,Open_Water,36799,453,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,65
603,Amazon_Mainstem,Site_0603,-3.306,-57.3217,Nov,1992,Open_Water,27728,207,30,None,0,No,Organic_Matter,Moderate,Moderate,Yes,No,No,No,80
604,Amazon_Mainstem_East,Site_0604,-5.8181,-67.3439,Dec,1981,Flooded_Forest,47380,577,0,Flooded_Shrubs,77,Yes,Organic_Matter,Stagnant,High,No,Yes,No,No,75
605,Amazon_Mainstem_West,Site_0605,-1.8479,-60.5761,Jul,1994,Macrophyte,35399,107,14,Emergent_Vegetation,53,Yes,Clay,Stagnant,High,No,Marginal,Yes,Yes,95
606,Amazon_Mainstem_East,Site_0606,-1.5869,-71.7098,Feb,1980,Open_Water,37286,540,30,None,0,No,Mixed,Slow,Low,Yes,No,No,No,40
607,Amazon_Mainstem_East,Site_0607,-5.4351,-67.6683,Aug,1987,Flooded_Forest,90830,130,5,Flooded_Trees,83,Yes,Mud,Slow,Very_High,No,Yes,No,No,100
608,Amazon_Mainstem,Site_0608,-0.8052,-61.0029,Feb,1986,Macrophyte,52349,139,21,Aquatic_Grasses,69,Yes,Clay,Slow,High,Yes,Marginal,Yes,Yes,100
609,Amazon_Central,Site_0609,-4.2754,-64.5644,Apr,1995,Flooded_Forest,70114,485,30,Flooded_Shrubs,82,Yes,Sand,Slow,Very_High,No,Yes,No,No,85
610,Amazon_Mainstem,Site_0610,-4.5127,-61.281,Jun,1979,Macrophyte,54933,125,22,Emergent_Vegetation,61,Yes,Sand,Stagnant,Moderate,Yes,Marginal,Yes,Yes,75
611,Amazon_Mainstem_West,Site_0611,-3.7823,-71.3839,May,1987,Flooded_Forest,129555,456,29,Flooded_Shrubs,60,Yes,Sand,Slow,Very_High,No,Yes,Marginal,No,85
