record_id,plant_type,soil_ph,soil_nitrogen_ppm,soil_phosphorus_ppm,soil_potassium_ppm,soil_moisture_percent,soil_organic_carbon_percent,soil_temperature_celsius,air_temperature_celsius,topsoil_depth_cm,slope_degrees,elevation_meters,erosion_level,sunlight_hours,rainfall_mm,drainage_quality,soil_texture,compaction_level,previous_crop,days_since_last_crop,fertilizer_applied,will_thrive,growth_rate_percent,yield_quality
515,Carrot,5.94,54,14,6,69,2.18,29.1,44.4,29,6,1972,Severe,5.1,244,Very_Poor,Sandy,Low,Soybean,48,Yes,No,51,Fair
516,Carrot,5.49,110,57,98,42,1.22,22.2,-6.0,116,40,1884,None,13.0,74,Excellent,Clay_Loam,Low,Corn,131,No,Yes,61,Good
517,Rice,8.62,13,20,114,71,7.09,43.3,-5.6,70,35,862,Moderate,7.2,230,Good,Silty,Low,Vegetable,228,No,No,21,Poor
518,Lettuce,6.05,51,53,72,51,9.9,16.7,39.4,62,21,1666,Severe,12.9,264,Moderate,Clay_Loam,High,Soybean,58,Yes,Yes,60,Good
519,Strawberry,4.03,24,17,76,54,2.44,3.7,-4.5,126,18,1274,None,4.1,121,Poor,Sandy,High,Corn,64,No,No,23,Poor
520,Pine_Tree,5.64,65,91,22,44,2.26,43.4,20.8,54,2,2189,Low,15.5,260,Moderate,Sandy_Loam,Moderate,Corn,1,No,Yes,100,Excellent
521,Potato,4.35,58,40,64,85,13.23,34.9,5.9,93,42,2134,Low,3.1,70,Poor,Clay_Loam,Moderate,Fallow,43,No,No,42,Fair
522,Cotton,5.18,123,2,57,18,7.03,24.1,19.9,59,35,1652,Severe,3.4,36,Moderate,Clay,Moderate,Vegetable,306,Yes,No,30,Poor
523,Rice,7.76,147,1,68,79,4.52,37.7,0.8,48,45,2619,High,12.3,230,Moderate,Sandy,Low,Soybean,359,No,No,27,Poor
524,Strawberry,5.48,135,65,15,1,11.94,23.2,40.9,79,45,644,None,3.6,187,Good,Clay,High,Corn,27,Yes,No,33,Poor
525,Lettuce,7.1,96,56,101,25,11.57,7.5,29.6,37,33,1932,High,15.1,207,Excellent,Loamy,None,Fallow,106,No,No,31,Poor
526,Carrot,6.52,77,58,119,9,8.92,28.9,-8.1,94,45,1615,None,15.4,187,Excellent,Loamy,None,Vegetable,219,Yes,No,58,Fair
527,Pine_Tree,7.66,2,72,17,58,2.15,35.2,-8.4,56,22,2757,Severe,13.7,64,Good,Silty,Low,Fallow,358,Yes,No,44,Fair
528,Tomato,5.21,27,4,2,77,11.08,38.9,33.2,62,13,1778,None,8.4,180,Good,Sandy,Low,Fallow,237,Yes,No,54,Fair
529,Carrot,8.88,123,58,12,37,13.58,24.6,19.9,53,0,1241,Moderate,2.4,81,Excellent,Sandy,Moderate,Wheat,326,No,Yes,73,Good
530,Pumpkin,7.3,86,85,101,41,7.06,24.8,-6.3,12,10,2590,Severe,12.7,233,Excellent,Sandy,Moderate,Corn,92,No,No,35,Poor
531,Strawberry,6.26,82,77,98,78,5.12,18.7,-7.9,131,20,916,Low,11.3,244,Moderate,Sandy,None,Wheat,224,Yes,Yes,78,Good
532,Cotton,8.22,96,21,102,88,13.12,3.9,17.2,65,21,164,None,5.2,49,Good,Loamy,High,Corn,37,No,Yes,68,Good
533,Pumpkin,6.01,50,68,88,55,11.97,22.8,23.8,117,40,1660,Low,13.5,249,Very_Poor,Loamy,Moderate,Soybean,43,No,Yes,83,Excellent
534,Cotton,7.0,25,68,113,5,6.68,-0.9,11.0,68,29,2058,Low,12.7,215,Excellent,Loamy,High,Fallow,16,No,No,45,Fair
535,Carrot,6.26,41,14,19,6,13.42,16.6,31.1,123,35,2419,Severe,11.8,123,Good,Sandy,Low,Corn,286,No,No,52,Fair
536,Carrot,8.1,118,6,101,7,6.69,44.8,36.6,136,35,2897,Moderate,9.8,255,Excellent,Clay_Loam,Low,Wheat,168,No,No,15,Very_Poor
537,Wheat,5.6,132,24,70,69,2.28,22.7,11.4,39,3,2273,Low,2.0,70,Very_Poor,Loamy,Moderate,Fallow,70,No,Yes,87,Excellent
538,Lettuce,8.7,111,55,46,92,9.88,-0.8,25.8,87,31,1136,None,2.4,158,Excellent,Sandy,None,Fallow,172,Yes,Yes,74,Good
539,Sunflower,6.57,142,33,29,48,6.55,13.4,25.9,82,36,2295,Low,2.7,180,Poor,Silty,Moderate,Fallow,163,Yes,Yes,98,Excellent
540,Corn,8.59,57,3,67,12,3.8,42.0,1.4,149,31,2550,High,15.4,111,Poor,Loamy,Low,Vegetable,321,No,No,13,Very_Poor
541,Wheat,5.65,8,35,11,82,5.39,22.2,8.8,89,35,2972,Low,15.8,239,Excellent,Clay,Moderate,Soybean,307,Yes,No,51,Fair
542,Soybean,4.1,114,67,21,46,3.87,16.3,-1.6,110,10,706,Low,2.3,54,Good,Sandy,Moderate,None,267,No,No,54,Fair
543,Potato,4.71,130,80,101,49,12.86,43.6,10.0,66,20,2541,None,8.5,210,Moderate,Silty,Low,None,91,No,Yes,72,Good
544,Sunflower,8.53,76,67,13,7,11.7,5.6,31.7,35,19,1088,Low,3.2,56,Poor,Clay_Loam,None,Fallow,256,No,Yes,64,Good
545,Sunflower,6.11,106,11,53,84,8.22,9.8,-7.5,42,5,1479,Severe,4.0,294,Very_Poor,Sandy,Moderate,None,291,No,Yes,60,Good
546,Pumpkin,5.88,47,25,68,16,6.25,38.7,1.5,132,36,1372,None,4.9,180,Very_Poor,Sandy_Loam,Moderate,Fallow,283,No,No,30,Poor
547,Tomato,5.47,83,77,96,71,6.65,14.5,16.9,39,25,2400,High,16.0,145,Good,Sandy,None,Soybean,16,Yes,No,59,Fair
548,Pine_Tree,6.12,109,51,21,0,14.28,3.6,43.0,131,39,640,None,14.6,255,Excellent,Loamy,Low,Fallow,165,Yes,No,55,Fair
549,Potato,7.41,41,53,57,12,11.44,32.6,-9.1,30,21,1322,Low,6.0,180,Very_Poor,Sandy,None,Soybean,343,Yes,No,10,Very_Poor
550,Sunflower,8.25,20,93,104,14,3.57,20.5,-3.9,44,42,1693,Moderate,12.6,57,Good,Silty,Moderate,Fallow,222,Yes,No,15,Very_Poor
551,Wheat,6.9,7,89,117,9,1.1,43.0,13.2,125,26,1878,Low,16.3,195,Good,Sandy_Loam,Moderate,Corn,5,Yes,Yes,70,Good
552,Sunflower,6.76,101,32,21,79,13.88,-3.1,0.6,22,6,614,Moderate,5.4,279,Excellent,Sandy,None,Soybean,244,No,Yes,74,Good
553,Lettuce,4.19,87,93,83,38,3.9,32.7,40.1,33,19,825,Severe,13.8,57,Poor,Sandy_Loam,Moderate,Corn,87,No,No,25,Poor
554,Pumpkin,5.03,90,1,45,73,9.76,35.3,3.4,53,33,929,Severe,15.4,252,Moderate,Sandy,Moderate,Fallow,73,Yes,No,43,Fair
555,Oak_Tree,6.62,25,56,74,74,8.26,36.0,35.3,68,36,1845,Low,5.0,125,Good,Clay_Loam,Moderate,Vegetable,71,No,No,50,Fair
556,Strawberry,6.09,107,55,61,68,14.86,20.6,-1.2,93,0,2511,None,15.9,172,Excellent,Silty,None,Vegetable,182,No,Yes,94,Excellent
557,Cotton,8.05,94,1,1,81,1.4,41.8,22.8,98,12,564,High,16.5,90,Very_Poor,Loamy,High,Vegetable,266,No,Yes,70,Good
558,Pine_Tree,6.24,38,88,73,80,0.12,19.2,36.0,47,7,2416,None,16.4,139,Very_Poor,Silty,High,Wheat,71,No,No,47,Fair
559,Pine_Tree,8.42,133,83,39,88,5.68,22.1,-6.5,112,22,173,High,4.8,21,Good,Clay,None,Fallow,117,No,No,48,Fair
560,Pine_Tree,4.1,119,7,29,66,11.9,-3.0,15.5,40,25,1084,Low,5.9,17,Moderate,Sandy_Loam,None,Fallow,82,No,Yes,90,Excellent
561,Cotton,8.14,49,80,48,75,10.56,4.1,30.3,130,21,2644,Low,7.5,263,Very_Poor,Clay_Loam,Low,Soybean,176,Yes,Yes,77,Good
562,Wheat,5.79,150,64,36,96,3.4,9.9,-7.9,78,2,719,None,14.6,179,Poor,Silty,High,Fallow,29,Yes,Yes,65,Good
563,Strawberry,4.81,68,66,40,73,8.38,39.0,39.5,73,0,288,Low,15.1,120,Poor,Loamy,Low,Corn,178,Yes,Yes,62,Good
564,Corn,6.59,128,32,46,51,3.35,21.1,29.9,129,24,62,High,3.3,236,Excellent,Loamy,Low,Fallow,82,Yes,Yes,100,Excellent
565,Potato,4.16,6,81,61,86,9.51,32.5,14.8,15,44,2982,None,17.1,90,Very_Poor,Loamy,Moderate,Vegetable,144,No,No,10,Very_Poor
566,Pine_Tree,6.06,68,55,32,78,5.59,18.0,2.9,56,36,622,Low,5.1,4,Good,Silty,None,Vegetable,364,No,Yes,84,Excellent
567,Wheat,4.07,5,90,60,6,10.89,3.2,14.2,45,45,1162,High,16.8,271,Very_Poor,Loamy,Low,Vegetable,248,No,No,25,Poor
568,Wheat,5.38,102,46,84,44,12.23,44.0,-9.5,132,13,2162,High,7.3,159,Good,Silty,None,Vegetable,101,Yes,No,46,Fair
569,Apple_Tree,4.51,63,52,74,19,13.93,1.7,38.1,142,4,2659,None,8.6,256,Excellent,Sandy,High,None,11,No,No,34,Poor
570,Soybean,4.23,6,14,90,6,8.56,28.0,10.9,34,35,1189,Low,12.6,59,Good,Silty,Low,None,259,No,No,0,Very_Poor
571,Wheat,5.52,24,30,0,46,12.24,26.9,8.7,79,21,1171,Severe,2.5,86,Very_Poor,Clay,High,Corn,334,No,No,17,Very_Poor
572,Pumpkin,8.45,92,9,29,64,12.08,26.3,10.9,118,26,381,Severe,4.8,110,Good,Silty,Low,Vegetable,118,No,No,47,Fair
573,Carrot,8.7,23,30,29,76,4.41,28.5,7.7,59,2,2095,None,8.8,273,Very_Poor,Clay_Loam,High,Vegetable,36,Yes,No,37,Poor
574,Carrot,5.3,108,81,99,58,13.07,-1.0,9.2,67,41,1374,Low,4.9,109,Excellent,Clay,Moderate,None,20,Yes,Yes,73,Good
575,Wheat,7.56,103,46,92,72,0.21,41.7,32.7,51,18,2517,Low,9.4,260,Excellent,Clay,High,Corn,361,Yes,Yes,74,Good
576,Tomato,8.74,41,8,118,23,14.85,28.8,41.1,95,26,645,Moderate,2.3,167,Poor,Loamy,None,Wheat,242,Yes,No,22,Poor
577,Sunflower,4.41,98,39,44,58,2.32,39.3,43.8,62,11,2368,High,16.7,9,Poor,Clay,High,Soybean,71,Yes,No,27,Poor
578,Rice,8.32,5,30,97,15,1.17,12.3,-9.6,138,16,2374,None,13.1,48,Good,Sandy,Moderate,None,89,No,No,9,Very_Poor
579,Tomato,6.03,52,75,66,40,0.65,4.5,44.4,89,44,1462,None,17.6,0,Good,Clay,Moderate,Soybean,113,No,No,50,Fair
580,Apple_Tree,5.67,125,17,101,79,4.11,30.6,-0.7,87,23,705,Severe,5.8,124,Good,Loamy,Low,Fallow,289,Yes,Yes,82,Excellent
581,Sunflower,7.85,21,47,33,41,6.32,-0.4,42.2,33,7,1699,High,5.4,193,Poor,Sandy,High,None,13,Yes,No,36,Poor
582,Apple_Tree,4.19,137,93,68,30,8.82,37.6,42.9,117,22,1062,None,16.4,28,Moderate,Sandy_Loam,Low,None,365,Yes,No,51,Fair
583,Corn,8.12,119,86,0,47,12.98,15.1,40.0,41,18,1480,Low,11.9,5,Good,Loamy,High,Vegetable,282,No,Yes,63,Good
584,Carrot,8.01,140,87,101,31,10.4,33.4,33.8,16,41,2829,Moderate,7.5,256,Very_Poor,Loamy,None,Soybean,144,Yes,No,16,Very_Poor
585,Sunflower,8.83,8,89,28,62,10.08,0.3,4.6,33,25,472,Severe,17.1,19,Moderate,Sandy_Loam,None,Soybean,184,No,No,29,Poor
586,Strawberry,4.96,46,24,90,25,5.66,5.7,-6.8,124,20,1292,Moderate,13.3,70,Moderate,Sandy_Loam,Low,Wheat,153,No,No,44,Fair
587,Corn,4.68,46,98,80,10,1.75,-0.2,28.8,111,44,1652,High,8.2,87,Poor,Clay,None,Fallow,318,Yes,No,26,Poor
588,Potato,4.07,37,60,53,84,2.76,42.5,24.3,69,27,47,None,7.5,71,Excellent,Sandy_Loam,Moderate,Wheat,250,No,Yes,69,Good
589,Sunflower,7.43,141,26,80,41,3.32,4.9,39.6,11,20,1571,None,10.1,103,Very_Poor,Loamy,Low,Fallow,70,Yes,Yes,62,Good
590,Potato,4.49,99,86,58,33,4.96,21.3,3.4,141,33,2059,High,15.3,277,Excellent,Sandy,None,Fallow,177,No,No,25,Poor
591,Rice,8.89,67,91,54,97,7.65,30.1,19.3,124,3,1473,High,16.2,22,Good,Clay_Loam,None,Fallow,90,No,Yes,67,Good
592,Oak_Tree,6.38,68,20,81,7,2.58,-2.8,-6.0,149,19,818,Low,7.2,228,Poor,Clay_Loam,None,Corn,108,No,No,50,Fair
593,Sunflower,5.51,89,27,13,5,2.57,37.5,26.1,67,0,236,None,10.1,140,Moderate,Clay,Moderate,None,282,No,Yes,73,Good
594,Sunflower,7.54,58,87,118,90,10.74,0.1,33.4,52,25,1198,Severe,4.2,63,Very_Poor,Clay,High,Corn,167,No,No,39,Poor
595,Cotton,5.5,29,51,63,36,2.96,26.3,19.5,72,36,1620,Moderate,5.1,269,Good,Loamy,High,Corn,211,Yes,No,27,Poor
596,Corn,6.2,96,14,87,73,14.1,0.5,3.4,62,9,1745,Moderate,10.1,207,Very_Poor,Sandy_Loam,None,Fallow,224,Yes,Yes,81,Excellent
597,Rice,4.81,43,41,35,4,7.04,7.0,14.2,48,2,1331,Low,15.6,103,Very_Poor,Silty,Low,Wheat,216,No,No,0,Very_Poor
598,Soybean,7.26,5,10,114,84,10.09,0.9,8.7,124,7,328,High,14.6,280,Poor,Silty,Moderate,Soybean,18,No,No,32,Poor
599,Pumpkin,7.88,59,1,75,78,7.0,44.0,11.2,133,34,1209,Moderate,16.9,66,Very_Poor,Sandy_Loam,None,Vegetable,53,No,No,17,Very_Poor
600,Carrot,8.6,80,46,3,44,7.25,37.3,11.7,133,1,1334,None,13.4,46,Excellent,Clay,High,Soybean,313,No,Yes,64,Good
601,Rice,6.32,104,87,54,60,12.65,33.1,31.0,48,31,948,Severe,6.8,165,Excellent,Sandy_Loam,None,None,5,No,Yes,90,Excellent
602,Sunflower,6.8,46,77,31,63,1.15,40.9,17.2,144,30,692,Low,6.6,175,Moderate,Sandy_Loam,Low,Vegetable,79,No,Yes,77,Good
603,Potato,6.31,83,16,6,0,0.61,4.5,41.0,96,18,2774,Severe,5.8,126,Excellent,Silty,Moderate,Corn,125,No,No,48,Fair
604,Sunflower,4.57,34,98,115,28,13.26,25.9,-5.8,27,7,2917,Low,9.8,179,Excellent,Sandy_Loam,Moderate,Corn,32,Yes,No,25,Poor
605,Tomato,7.01,43,18,83,71,2.39,34.5,32.8,21,12,1456,High,7.1,202,Very_Poor,Loamy,Moderate,Fallow,24,No,No,37,Poor
606,Carrot,7.41,29,48,72,25,3.61,-2.0,27.4,132,7,1185,Severe,3.8,180,Very_Poor,Silty,High,Soybean,172,Yes,No,23,Poor
607,Wheat,7.38,129,43,99,43,0.22,12.7,27.4,93,34,2639,Low,14.3,109,Moderate,Clay_Loam,High,Wheat,189,Yes,Yes,70,Good
608,Corn,4.86,122,63,77,23,1.99,-2.6,25.4,145,12,491,Severe,3.7,113,Moderate,Loamy,None,None,103,No,No,53,Fair
609,Rice,8.92,124,69,81,55,6.42,-0.8,-4.9,10,33,1391,None,2.6,222,Poor,Silty,None,Soybean,359,No,No,27,Poor
610,Cotton,7.67,45,16,76,72,14.75,-0.2,5.6,127,33,1623,High,3.7,265,Moderate,Sandy,Moderate,Corn,167,Yes,Yes,60,Good
611,Wheat,4.62,47,65,113,93,1.73,18.5,5.4,16,42,1176,Moderate,8.4,146,Excellent,Sandy,Low,None,309,Yes,No,42,Fair
612,Strawberry,5.73,87,2,9,82,11.19,18.2,3.9,32,35,1913,Low,14.9,191,Poor,Loamy,High,Soybean,348,No,No,57,Fair
613,Cotton,8.39,109,93,28,80,14.66,30.7,43.3,20,3,1380,None,2.5,167,Good,Sandy_Loam,None,Corn,175,No,Yes,78,Good
614,Sunflower,4.82,2,78,114,76,1.36,21.6,-1.2,85,0,228,Severe,16.0,3,Moderate,Sandy,Low,Wheat,261,Yes,No,25,Poor
615,Pine_Tree,5.53,36,79,60,44,9.03,6.5,-6.6,46,19,2463,Low,16.3,285,Moderate,Silty,Low,None,364,Yes,Yes,81,Excellent
616,Carrot,4.54,124,5,119,55,11.53,33.0,41.3,40,29,349,High,14.8,23,Poor,Sandy_Loam,Low,Vegetable,313,Yes,No,50,Fair
617,Oak_Tree,7.1,42,31,111,68,4.57,29.0,36.9,138,16,1545,Severe,4.6,112,Moderate,Sandy_Loam,High,Fallow,184,No,Yes,63,Good
618,Corn,6.63,1,33,57,61,3.66,5.4,34.6,40,27,1623,None,15.4,281,Poor,Loamy,Moderate,Corn,81,Yes,Yes,99,Excellent
619,Rice,4.23,23,11,47,54,5.56,38.7,14.5,134,6,2046,None,14.3,28,Moderate,Sandy_Loam,Moderate,Corn,274,Yes,No,20,Poor
620,Sunflower,7.8,147,39,28,13,4.72,20.0,-0.8,60,24,266,Moderate,3.6,13,Very_Poor,Sandy,Low,None,299,No,No,44,Fair
621,Oak_Tree,4.92,139,92,69,98,7.03,16.8,4.6,120,41,2083,None,4.1,156,Poor,Clay_Loam,Moderate,Soybean,57,No,Yes,73,Good
622,Tomato,6.03,38,75,74,68,4.86,39.1,3.7,78,42,84,None,14.1,41,Good,Sandy,None,Wheat,186,Yes,No,58,Fair
623,Pumpkin,7.05,33,77,63,44,11.16,-4.4,27.5,72,42,1679,Moderate,12.3,294,Good,Clay,Low,Wheat,358,No,No,55,Fair
624,Lettuce,4.02,84,61,4,5,0.34,-3.3,21.9,10,15,1598,Severe,6.1,246,Poor,Silty,Moderate,None,176,Yes,No,39,Poor
625,Wheat,5.46,104,42,18,46,8.26,32.2,27.2,53,31,1269,Moderate,10.3,292,Moderate,Clay,Moderate,Corn,74,No,No,51,Fair
626,Corn,6.23,99,82,14,37,5.13,40.9,42.2,113,43,80,Severe,17.9,103,Moderate,Sandy,None,Corn,26,No,No,57,Fair
627,Tomato,4.16,144,68,42,45,7.0,20.9,-8.8,10,31,2376,Severe,3.7,149,Very_Poor,Clay_Loam,Moderate,Corn,186,Yes,No,2,Very_Poor
628,Oak_Tree,8.59,148,15,92,1,8.51,43.9,22.0,132,8,2753,Severe,11.1,15,Good,Silty,High,Corn,339,No,No,42,Fair
629,Pine_Tree,6.42,95,96,45,8,3.4,13.5,15.3,88,42,1505,Moderate,8.3,89,Poor,Loamy,Low,Soybean,171,No,Yes,64,Good
630,Corn,8.83,16,74,97,70,5.93,5.8,31.6,23,2,2054,None,11.3,172,Excellent,Loamy,None,Wheat,282,Yes,Yes,66,Good
631,Pine_Tree,7.43,102,54,90,30,8.8,11.2,-9.1,96,25,1595,Low,8.9,135,Good,Sandy,None,Corn,319,No,Yes,63,Good
632,Apple_Tree,8.21,137,84,33,8,4.69,11.3,28.7,140,19,429,Severe,15.3,120,Excellent,Clay,None,Soybean,248,No,No,33,Poor
633,Soybean,8.11,77,91,80,54,4.16,-3.7,-9.9,92,33,1199,Low,2.3,82,Excellent,Sandy_Loam,None,Soybean,176,Yes,No,59,Fair
634,Apple_Tree,5.34,108,73,92,66,4.26,37.3,-9.0,37,18,149,Severe,12.3,6,Good,Loamy,None,Fallow,328,No,No,50,Fair
635,Pine_Tree,5.43,9,34,33,20,13.58,23.5,15.4,44,19,1754,Low,12.3,64,Moderate,Sandy,Moderate,None,315,No,Yes,68,Good
636,Cotton,7.32,14,78,11,5,11.52,-4.3,16.6,46,7,2161,Severe,5.6,245,Excellent,Sandy_Loam,High,Wheat,156,No,No,39,Poor
637,Pine_Tree,7.5,143,44,73,12,7.33,4.1,18.6,91,19,2190,Low,15.7,132,Moderate,Clay_Loam,Low,Corn,261,Yes,Yes,67,Good
638,Carrot,7.78,57,50,27,60,10.41,1.5,12.4,128,0,2247,High,16.6,94,Moderate,Sandy,Moderate,Corn,197,Yes,Yes,76,Good
639,Wheat,4.43,143,27,38,58,5.79,21.5,5.7,47,1,1272,Low,4.5,75,Poor,Sandy,High,None,20,No,Yes,62,Good
640,Lettuce,8.71,125,40,24,76,9.2,4.7,44.2,142,41,2975,High,3.3,101,Poor,Sandy_Loam,None,Soybean,77,Yes,No,38,Poor
641,Wheat,6.58,122,1,5,45,13.27,23.7,-2.5,105,41,1994,High,4.0,273,Poor,Sandy_Loam,Moderate,Corn,119,No,No,57,Fair
642,Tomato,5.27,21,50,96,6,6.71,34.9,18.9,23,8,622,High,17.0,112,Good,Sandy,Low,Soybean,34,Yes,No,26,Poor
643,Strawberry,6.5,99,29,21,45,0.3,11.9,7.8,43,18,2693,High,14.6,289,Excellent,Sandy_Loam,Moderate,Soybean,234,Yes,Yes,63,Good
644,Wheat,8.22,75,58,10,11,4.38,-1.2,-4.2,24,10,245,Moderate,5.5,276,Excellent,Clay,Low,Vegetable,170,Yes,No,28,Poor
645,Lettuce,5.42,137,54,82,46,14.86,35.2,32.1,97,11,1802,Severe,13.3,212,Poor,Clay,High,Wheat,130,Yes,No,28,Poor
646,Pine_Tree,8.7,104,14,119,73,2.02,-0.6,24.5,80,8,2301,Low,6.5,174,Very_Poor,Sandy_Loam,High,Vegetable,318,No,Yes,62,Good
647,Wheat,4.6,27,55,45,54,1.41,5.9,-5.0,116,2,2108,High,7.9,224,Good,Silty,None,Fallow,248,No,No,30,Poor
648,Cotton,5.58,48,13,92,31,0.3,31.8,43.0,31,20,2557,Severe,4.6,109,Very_Poor,Sandy,None,Fallow,313,No,No,20,Poor
649,Pine_Tree,7.24,69,16,43,53,5.19,9.0,38.3,117,11,2921,Low,2.2,24,Excellent,Clay_Loam,Moderate,Vegetable,158,Yes,Yes,70,Good
650,Corn,4.41,96,53,11,52,11.04,39.1,11.5,85,10,1257,Moderate,3.3,40,Moderate,Sandy_Loam,None,Soybean,147,Yes,Yes,69,Good
651,Pine_Tree,6.81,115,36,107,9,7.84,1.5,34.0,114,3,351,High,3.8,289,Good,Clay,Moderate,Corn,102,No,No,22,Poor
652,Pine_Tree,4.68,74,4,1,18,12.67,19.3,38.7,14,6,2362,Severe,9.4,104,Moderate,Silty,Moderate,Soybean,351,No,No,32,Poor
653,Potato,6.58,130,27,58,76,4.85,26.6,27.5,48,42,1288,Severe,16.9,4,Good,Sandy_Loam,Moderate,Corn,151,No,Yes,63,Good
654,Rice,4.44,89,63,86,8,8.97,17.2,0.2,81,35,2643,High,17.9,275,Very_Poor,Sandy_Loam,High,Wheat,209,Yes,No,0,Very_Poor
655,Rice,7.03,100,100,46,22,10.21,-2.6,7.0,81,25,223,None,6.1,227,Very_Poor,Silty,Low,Corn,193,Yes,No,32,Poor
656,Carrot,5.59,106,46,102,93,8.49,4.7,27.2,134,43,1051,None,11.9,267,Very_Poor,Sandy,None,Wheat,111,Yes,Yes,80,Excellent
657,Tomato,8.39,109,52,33,28,7.59,38.3,5.4,37,27,473,High,10.8,188,Excellent,Clay,Low,Wheat,208,Yes,No,43,Fair
658,Sunflower,8.68,63,17,20,18,4.85,16.9,22.8,87,35,2821,None,6.1,14,Moderate,Sandy,None,Wheat,5,No,No,45,Fair
659,Cotton,8.72,55,26,59,36,9.52,33.1,29.5,43,10,1810,Low,13.7,61,Moderate,Loamy,Low,Corn,358,No,Yes,65,Good
660,Oak_Tree,5.6,75,51,59,39,5.48,2.8,15.1,79,27,1952,High,11.4,206,Very_Poor,Clay,Moderate,None,273,Yes,Yes,76,Good
661,Rice,6.23,93,98,78,33,3.35,4.2,34.8,145,32,2875,High,9.5,128,Good,Clay_Loam,Low,Soybean,316,No,Yes,71,Good
662,Pumpkin,7.37,64,72,83,92,10.47,44.5,28.4,49,27,2474,Severe,6.0,224,Excellent,Sandy_Loam,None,Vegetable,147,Yes,Yes,97,Excellent
663,Potato,8.32,36,36,13,56,4.48,42.1,33.1,53,28,2574,Moderate,16.0,297,Very_Poor,Silty,Moderate,None,30,No,No,9,Very_Poor
664,Lettuce,4.58,147,75,65,83,11.81,31.4,-5.3,36,42,130,Low,12.2,259,Excellent,Sandy_Loam,None,Corn,103,No,No,52,Fair
665,Strawberry,5.47,130,92,12,41,13.92,-1.1,11.2,93,0,1835,Low,6.3,232,Excellent,Clay_Loam,Moderate,Wheat,275,Yes,Yes,68,Good
666,Wheat,7.4,7,33,30,93,8.88,40.3,1.0,98,45,2724,Low,8.1,292,Poor,Silty,Moderate,Wheat,124,Yes,No,45,Fair
667,Rice,8.17,83,50,67,65,10.07,40.0,13.5,49,18,904,High,9.9,125,Poor,Sandy_Loam,Low,Wheat,219,Yes,No,37,Poor
668,Cotton,5.64,96,38,109,71,7.06,12.0,24.5,42,22,151,Low,16.2,68,Poor,Sandy_Loam,Low,Soybean,135,No,Yes,100,Excellent
669,Pumpkin,4.9,113,33,2,67,7.56,21.7,-4.5,15,21,2987,High,13.4,281,Excellent,Sandy_Loam,Low,Soybean,219,Yes,No,52,Fair
670,Lettuce,7.19,33,33,30,73,6.18,8.3,-4.8,21,0,368,Severe,8.6,9,Excellent,Silty,Moderate,None,31,No,No,27,Poor
671,Potato,6.23,148,0,78,20,0.13,10.9,42.7,33,28,997,Severe,9.0,292,Very_Poor,Silty,Moderate,Fallow,8,Yes,No,30,Poor
672,Pine_Tree,5.39,53,10,115,68,1.85,32.5,27.0,82,30,2574,High,12.9,73,Excellent,Sandy_Loam,Low,None,194,No,Yes,96,Excellent
673,Strawberry,8.64,108,52,58,61,6.98,6.2,18.1,139,25,682,Low,14.3,15,Very_Poor,Silty,High,Soybean,170,Yes,Yes,66,Good
674,Pine_Tree,6.83,3,84,35,14,1.73,16.3,-7.7,22,7,353,Low,5.5,53,Very_Poor,Sandy_Loam,High,None,350,Yes,No,0,Very_Poor
675,Corn,7.49,0,47,63,51,5.46,19.5,20.8,91,38,2217,None,5.2,246,Excellent,Loamy,High,Soybean,38,No,No,57,Fair
676,Lettuce,5.23,96,35,41,78,10.52,38.1,5.8,75,18,2791,Moderate,3.4,88,Very_Poor,Loamy,Low,Fallow,97,No,No,59,Fair
677,Pine_Tree,8.22,112,46,13,31,14.72,32.9,11.8,22,28,270,Severe,3.7,254,Excellent,Sandy_Loam,High,Soybean,19,No,Yes,60,Good
678,Wheat,5.44,60,61,27,96,13.16,28.0,10.1,88,28,2967,Moderate,15.2,204,Very_Poor,Sandy_Loam,None,None,92,No,Yes,70,Good
679,Tomato,7.84,140,7,60,93,11.6,26.9,-3.1,150,17,825,Moderate,7.6,129,Excellent,Sandy,Low,None,47,No,No,54,Fair
680,Tomato,7.57,97,57,90,72,13.24,7.8,20.6,12,28,1158,High,3.4,142,Moderate,Clay_Loam,High,Wheat,147,Yes,Yes,60,Good
681,Tomato,5.93,14,52,66,68,1.85,23.4,1.3,37,32,639,None,7.7,48,Very_Poor,Silty,Moderate,Fallow,289,No,No,27,Poor
682,Corn,6.39,107,64,119,28,0.65,34.2,-1.9,47,44,2521,Moderate,3.2,34,Very_Poor,Sandy_Loam,Low,Fallow,318,Yes,No,54,Fair
683,Pumpkin,5.3,22,75,63,67,6.33,4.5,13.1,117,0,2113,Severe,13.7,69,Excellent,Sandy,High,Corn,177,No,No,23,Poor
684,Strawberry,8.43,33,2,48,25,3.88,26.4,-3.1,102,3,807,Low,17.5,161,Poor,Sandy_Loam,Moderate,None,177,Yes,No,28,Poor
685,Wheat,5.31,28,79,28,8,7.14,34.0,0.0,114,44,640,High,5.6,245,Excellent,Sandy,Low,None,109,Yes,No,6,Very_Poor
686,Apple_Tree,6.34,99,58,108,5,7.61,5.8,0.4,30,7,2905,High,11.7,154,Poor,Silty,None,Wheat,147,Yes,No,48,Fair
