record_id,region_name,location_name,country,latitude,longitude,elevation_m,month,year,inundated_area_km2,total_floodplain_area_km2,inundation_fraction,flood_duration_days,water_depth_cm,river_stage_m,rainfall_mm,flood_frequency_class,wetland_habitat_type,vegetation_type,seasonal_flooding,permanent_water_present,suitable_for_rice,suitable_for_wetland_crops,suitable_for_trees,flood_adapted_plants_recommended
382,Llanos_de_Mojos,Location_0382,Bolivia,-12.3313,-63.398,115,Nov,1979,28761,60000,0.479,22,85,2.98,335,Frequent,Savanna,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
383,Llanos_de_Mojos,Location_0383,Bolivia,-14.8393,-61.3324,171,Aug,1979,15739,60000,0.262,2,30,8.28,60,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
384,Llanos_de_Mojos,Location_0384,Bolivia,-12.7817,-66.0513,207,Jul,1984,10600,60000,0.177,1,74,8.69,68,Occasional,Floodplain_Forest,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
385,Bananal,Location_0385,Brazil,-11.5774,-50.9559,216,Aug,1984,2956,20000,0.148,9,22,8.73,65,Occasional,Open_Water,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
386,Bananal,Location_0386,Brazil,-10.6161,-49.6126,247,Jun,1982,2064,20000,0.103,2,30,5.72,95,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
387,Bananal,Location_0387,Brazil,-9.6068,-51.2995,135,Jun,1980,1053,20000,0.053,10,0,4.94,60,Rare,Marsh,Sedges,No,No,No,No,Yes,Standard_Crops_OK
388,Roraima,Location_0388,Brazil,4.1549,-60.1663,191,Oct,1982,307,5000,0.061,10,55,2.11,35,Rare,Savanna,Sedges,No,No,No,No,Yes,Standard_Crops_OK
389,Pantanal,Location_0389,Brazil,-19.6007,-56.3891,121,Aug,1987,34217,140000,0.244,3,12,7.82,21,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
390,Roraima,Location_0390,Brazil,3.7872,-59.3623,114,Jun,1980,692,5000,0.138,5,44,8.75,77,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
391,Llanos_Orinoco,Location_0391,Venezuela,6.7208,-68.9003,173,Aug,1985,5092,40000,0.127,7,26,8.66,40,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
392,Pantanal,Location_0392,Brazil,-16.1077,-55.8672,167,Sep,1986,32647,140000,0.233,10,10,7.92,58,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
393,Bananal,Location_0393,Brazil,-9.4967,-49.6592,96,Apr,1982,7593,20000,0.38,16,89,3.98,155,Frequent,Floodplain_Forest,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
394,Roraima,Location_0394,Brazil,2.4064,-59.1519,90,Mar,1982,1656,5000,0.331,20,53,10.03,272,Frequent,Floodplain_Forest,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
395,Bananal,Location_0395,Brazil,-10.6245,-51.8815,144,Jan,1984,5192,20000,0.26,28,32,4.16,320,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
396,Amazon_Mainstem,Location_0396,Brazil,-3.1696,-66.8429,172,Sep,1981,9375,50000,0.188,8,66,6.16,94,Occasional,Swamp,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
397,Roraima,Location_0397,Brazil,2.5141,-59.8171,207,Jan,1986,1860,5000,0.372,27,74,3.65,355,Frequent,Marsh,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
398,Amazon_Mainstem,Location_0398,Brazil,-4.477,-69.2056,90,Jan,1981,33728,50000,0.675,16,209,11.08,187,Annual,Riparian,Palm_Swamp,Yes,No,No,No,No,Aquatic_Plants_Only
399,Pantanal,Location_0399,Brazil,-17.0575,-55.1205,221,Aug,1984,39598,140000,0.283,9,38,2.34,72,Occasional,Swamp,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
400,Pantanal,Location_0400,Brazil,-17.6405,-55.4298,73,Nov,1982,90531,140000,0.647,18,236,5.97,326,Annual,Marsh,Grassland,Yes,No,No,No,No,Aquatic_Plants_Only
401,Amazon_Mainstem,Location_0401,Brazil,-3.3232,-68.6962,94,Nov,1979,18036,50000,0.361,24,55,8.87,333,Frequent,Open_Water,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
402,Bananal,Location_0402,Brazil,-11.8128,-50.6419,73,Dec,1979,8467,20000,0.423,29,108,0.81,150,Frequent,Riparian,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
403,Bananal,Location_0403,Brazil,-11.0013,-50.7943,213,Nov,1980,9185,20000,0.459,19,75,10.83,224,Frequent,Marsh,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
404,Roraima,Location_0404,Brazil,4.4471,-60.2013,100,Oct,1981,670,5000,0.134,2,60,9.92,68,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
405,Bananal,Location_0405,Brazil,-10.1139,-50.7015,72,Jan,1982,4582,20000,0.229,27,67,6.18,293,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
406,Llanos_de_Mojos,Location_0406,Bolivia,-13.5255,-62.3604,216,Jan,1980,48666,60000,0.811,23,114,5.55,150,Permanent,Swamp,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
407,Bananal,Location_0407,Brazil,-14.9202,-49.9473,106,Sep,1986,1484,20000,0.074,2,78,1.33,42,Rare,Savanna,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
408,Amazon_Mainstem,Location_0408,Brazil,-3.4605,-63.2427,59,Nov,1985,20406,50000,0.408,21,87,5.25,373,Frequent,Savanna,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
409,Pantanal,Location_0409,Brazil,-20.1516,-55.1707,74,May,1983,117172,140000,0.837,24,161,8.07,190,Permanent,Floodplain_Forest,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
410,Pantanal,Location_0410,Brazil,-20.2431,-55.4858,125,Jan,1979,105453,140000,0.753,16,111,7.13,221,Permanent,Swamp,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
411,Llanos_Orinoco,Location_0411,Venezuela,6.6656,-70.9217,182,May,1982,21310,40000,0.533,24,110,11.42,350,Annual,Floodplain_Forest,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
412,Roraima,Location_0412,Brazil,3.0905,-59.7438,241,Aug,1985,536,5000,0.107,1,38,4.96,88,Occasional,Swamp,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
413,Bananal,Location_0413,Brazil,-14.0781,-51.8412,86,Jan,1985,4515,20000,0.226,26,34,7.34,229,Occasional,Open_Water,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
414,Amazon_Mainstem,Location_0414,Brazil,-4.2124,-65.0782,246,Jan,1985,23905,50000,0.478,26,89,5.46,183,Frequent,Swamp,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
415,Amazon_Mainstem,Location_0415,Brazil,-3.7755,-64.2643,112,Jun,1979,8709,50000,0.174,3,51,1.13,54,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
416,Roraima,Location_0416,Brazil,3.18,-60.457,242,Jul,1984,627,5000,0.125,2,53,7.49,80,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
417,Amazon_Mainstem,Location_0417,Brazil,-2.9093,-65.2841,186,Apr,1981,23896,50000,0.478,19,57,6.52,242,Frequent,Open_Water,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
418,Pantanal,Location_0418,Brazil,-17.8365,-55.9211,87,Mar,1980,76117,140000,0.544,15,89,8.93,249,Annual,Swamp,Grassland,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
419,Llanos_de_Mojos,Location_0419,Bolivia,-15.4692,-66.5263,208,Apr,1982,50896,60000,0.848,27,188,11.74,311,Permanent,Riparian,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
420,Pantanal,Location_0420,Brazil,-19.5223,-56.6179,161,Jul,1979,26376,140000,0.188,1,72,3.4,32,Occasional,Open_Water,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
421,Pantanal,Location_0421,Brazil,-19.3953,-55.6163,240,Mar,1987,88356,140000,0.631,28,186,5.61,352,Annual,Riparian,Aquatic,Yes,No,Yes,No,No,Aquatic_Plants_Only
422,Roraima,Location_0422,Brazil,3.1555,-59.6748,155,Aug,1986,399,5000,0.08,5,12,4.39,28,Rare,Swamp,Grassland,No,No,No,No,Yes,Standard_Crops_OK
423,Llanos_Orinoco,Location_0423,Venezuela,5.847,-66.6976,210,Aug,1987,7525,40000,0.188,0,9,3.09,30,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
424,Llanos_Orinoco,Location_0424,Venezuela,7.2906,-66.4495,155,Jun,1979,6905,40000,0.173,1,0,10.63,76,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
425,Pantanal,Location_0425,Brazil,-19.7097,-57.8674,192,May,1983,111475,140000,0.796,17,193,2.81,362,Permanent,Floodplain_Forest,Palm_Swamp,No,Yes,No,No,No,Aquatic_Plants_Only
426,Llanos_Orinoco,Location_0426,Venezuela,8.1179,-71.8133,115,May,1985,13274,40000,0.332,30,59,6.89,353,Frequent,Savanna,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
427,Llanos_de_Mojos,Location_0427,Bolivia,-14.7331,-66.7389,170,Jun,1980,12119,60000,0.202,1,46,3.61,94,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
428,Pantanal,Location_0428,Brazil,-20.9262,-56.9733,248,Nov,1982,113086,140000,0.808,28,131,10.51,292,Permanent,Riparian,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
429,Llanos_de_Mojos,Location_0429,Bolivia,-14.4292,-61.8274,154,Mar,1981,26406,60000,0.44,18,108,8.8,270,Frequent,Floodplain_Forest,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
430,Roraima,Location_0430,Brazil,2.4868,-59.2253,57,Nov,1981,2269,5000,0.454,28,103,9.47,254,Frequent,Savanna,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
431,Llanos_de_Mojos,Location_0431,Bolivia,-14.0521,-62.4266,201,Oct,1987,12882,60000,0.215,10,3,6.78,20,Occasional,Floodplain_Forest,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
432,Pantanal,Location_0432,Brazil,-18.821,-55.913,91,Jul,1979,26949,140000,0.192,5,74,11.66,79,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
433,Bananal,Location_0433,Brazil,-12.4998,-50.5216,110,May,1979,7260,20000,0.363,25,91,3.16,313,Frequent,Open_Water,Forest,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
434,Llanos_de_Mojos,Location_0434,Bolivia,-13.11,-67.9866,205,Mar,1982,44573,60000,0.743,15,243,4.25,161,Permanent,Savanna,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
435,Amazon_Mainstem,Location_0435,Brazil,-3.8072,-69.1036,250,Jun,1984,4451,50000,0.089,2,61,3.38,46,Rare,Swamp,Sedges,No,No,No,No,Yes,Standard_Crops_OK
436,Llanos_Orinoco,Location_0436,Venezuela,7.5887,-67.7122,174,Jan,1983,15943,40000,0.399,24,59,7.35,246,Frequent,Marsh,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
437,Llanos_de_Mojos,Location_0437,Bolivia,-15.6859,-67.9142,129,Aug,1984,15262,60000,0.254,1,76,3.47,75,Occasional,Savanna,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
438,Pantanal,Location_0438,Brazil,-19.6696,-57.531,187,May,1979,119483,140000,0.853,26,178,3.6,291,Permanent,Swamp,Forest,No,Yes,No,No,No,Aquatic_Plants_Only
439,Bananal,Location_0439,Brazil,-13.1134,-49.8862,246,Jan,1981,7598,20000,0.38,29,82,3.07,292,Frequent,Savanna,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
440,Llanos_Orinoco,Location_0440,Venezuela,6.3879,-66.3064,73,May,1984,20193,40000,0.505,15,73,2.24,156,Annual,Swamp,Aquatic,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
441,Llanos_de_Mojos,Location_0441,Bolivia,-14.3528,-67.6676,180,Feb,1979,51389,60000,0.856,28,270,11.89,161,Permanent,Floodplain_Forest,Mixed,No,Yes,No,No,No,Aquatic_Plants_Only
442,Llanos_de_Mojos,Location_0442,Bolivia,-14.0515,-67.7435,212,Sep,1983,12645,60000,0.211,9,53,4.88,42,Occasional,Riparian,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
443,Roraima,Location_0443,Brazil,3.5366,-59.5712,164,Mar,1981,1739,5000,0.348,22,102,4.05,262,Frequent,Savanna,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
444,Bananal,Location_0444,Brazil,-9.7745,-51.6787,154,Oct,1984,1163,20000,0.058,2,58,2.41,58,Rare,Open_Water,Forest,No,No,No,No,Yes,Standard_Crops_OK
445,Pantanal,Location_0445,Brazil,-16.93,-57.1688,94,Jul,1980,29802,140000,0.213,2,22,8.63,90,Occasional,Riparian,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
446,Pantanal,Location_0446,Brazil,-17.4239,-57.5073,143,Aug,1982,19794,140000,0.141,4,33,4.33,55,Occasional,Swamp,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
447,Bananal,Location_0447,Brazil,-11.4586,-50.0364,206,Aug,1979,2199,20000,0.11,4,55,9.06,79,Occasional,Floodplain_Forest,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
448,Bananal,Location_0448,Brazil,-11.7534,-50.7482,191,Feb,1981,4122,20000,0.206,20,59,6.63,266,Occasional,Marsh,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
449,Roraima,Location_0449,Brazil,2.5489,-59.6127,180,Dec,1982,1179,5000,0.236,21,61,9.47,374,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
450,Roraima,Location_0450,Brazil,4.4496,-59.8401,93,Nov,1980,2310,5000,0.462,18,76,2.36,349,Frequent,Open_Water,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
451,Llanos_Orinoco,Location_0451,Venezuela,4.0937,-71.9987,183,Apr,1980,15361,40000,0.384,15,50,8.29,296,Frequent,Riparian,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
452,Amazon_Mainstem,Location_0452,Brazil,-2.1982,-57.9316,154,Oct,1986,3724,50000,0.074,10,34,1.25,82,Rare,Open_Water,Forest,No,No,No,No,Yes,Standard_Crops_OK
453,Llanos_de_Mojos,Location_0453,Bolivia,-12.9599,-61.829,227,May,1987,46379,60000,0.773,26,284,8.54,249,Permanent,Marsh,Sedges,No,Yes,No,No,No,Aquatic_Plants_Only
454,Llanos_de_Mojos,Location_0454,Bolivia,-12.5304,-66.5506,118,Sep,1981,9690,60000,0.162,5,47,8.56,54,Occasional,Riparian,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
455,Llanos_Orinoco,Location_0455,Venezuela,9.3375,-70.4761,186,Sep,1980,7363,40000,0.184,4,51,5.39,67,Occasional,Marsh,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
456,Llanos_Orinoco,Location_0456,Venezuela,4.9543,-67.0967,177,Sep,1983,6127,40000,0.153,9,2,8.97,50,Occasional,Marsh,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
457,Llanos_de_Mojos,Location_0457,Bolivia,-15.2479,-61.2271,162,Mar,1984,27925,60000,0.465,15,104,8.31,350,Frequent,Marsh,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
458,Roraima,Location_0458,Brazil,3.2089,-59.0742,74,Jul,1984,322,5000,0.064,5,63,4.31,54,Rare,Riparian,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
459,Amazon_Mainstem,Location_0459,Brazil,-2.443,-65.5687,109,Aug,1982,9431,50000,0.189,6,67,10.91,68,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
460,Amazon_Mainstem,Location_0460,Brazil,-4.3882,-57.0546,94,Jan,1980,26600,50000,0.532,27,146,2.61,380,Annual,Riparian,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
461,Llanos_Orinoco,Location_0461,Venezuela,5.4471,-68.1973,182,Nov,1986,18720,40000,0.468,22,66,4.36,271,Frequent,Open_Water,Aquatic,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
462,Bananal,Location_0462,Brazil,-9.021,-51.6278,244,Jul,1980,1639,20000,0.082,10,68,10.07,54,Rare,Open_Water,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
463,Bananal,Location_0463,Brazil,-12.3033,-51.6098,172,Dec,1982,8043,20000,0.402,30,87,2.01,386,Frequent,Savanna,Palm_Swamp,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
464,Pantanal,Location_0464,Brazil,-16.9272,-57.4653,250,Nov,1983,78238,140000,0.559,22,138,3.17,194,Annual,Swamp,Forest,Yes,No,Yes,No,Marginal,Aquatic_Plants_Only
465,Llanos_de_Mojos,Location_0465,Bolivia,-15.2699,-67.5237,129,May,1984,53097,60000,0.885,28,116,5.97,389,Permanent,Swamp,Grassland,No,Yes,No,No,No,Aquatic_Plants_Only
466,Llanos_de_Mojos,Location_0466,Bolivia,-14.323,-64.7262,50,Jul,1987,16529,60000,0.275,6,53,10.27,61,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
467,Amazon_Mainstem,Location_0467,Brazil,-4.0312,-53.9435,176,Mar,1982,31892,50000,0.638,21,259,4.0,264,Annual,Savanna,Grassland,Yes,No,No,No,No,Aquatic_Plants_Only
468,Llanos_de_Mojos,Location_0468,Bolivia,-15.5789,-67.1267,243,Sep,1986,9885,60000,0.165,10,68,1.46,64,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
469,Bananal,Location_0469,Brazil,-9.6691,-49.7384,163,Mar,1985,5632,20000,0.282,22,72,4.17,191,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
470,Amazon_Mainstem,Location_0470,Brazil,-1.659,-53.5906,194,Aug,1984,6982,50000,0.14,1,62,9.02,41,Occasional,Floodplain_Forest,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
471,Bananal,Location_0471,Brazil,-13.7188,-51.126,192,Jul,1986,2943,20000,0.147,7,41,4.07,51,Occasional,Swamp,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
472,Llanos_Orinoco,Location_0472,Venezuela,6.3692,-71.7069,179,May,1980,13156,40000,0.329,25,112,1.18,321,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
473,Bananal,Location_0473,Brazil,-14.4749,-50.7116,190,Aug,1986,2171,20000,0.109,8,66,5.65,68,Occasional,Open_Water,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
474,Amazon_Mainstem,Location_0474,Brazil,-4.4484,-62.7003,93,Dec,1983,17371,50000,0.347,30,62,9.16,197,Frequent,Savanna,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
475,Llanos_Orinoco,Location_0475,Venezuela,4.3627,-68.32,122,Dec,1981,19128,40000,0.478,17,120,1.44,332,Frequent,Marsh,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
476,Bananal,Location_0476,Brazil,-10.6082,-51.9945,125,Jul,1981,1270,20000,0.064,10,67,11.05,61,Rare,Open_Water,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
477,Llanos_Orinoco,Location_0477,Venezuela,4.946,-68.2655,218,Mar,1983,24935,40000,0.623,17,199,5.87,288,Annual,Floodplain_Forest,Mixed,Yes,No,Yes,No,No,Aquatic_Plants_Only
478,Pantanal,Location_0478,Brazil,-17.4821,-55.8387,165,Oct,1981,14878,140000,0.106,2,66,3.45,80,Occasional,Riparian,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
479,Roraima,Location_0479,Brazil,4.2419,-60.6843,132,Mar,1982,1087,5000,0.217,17,71,5.98,203,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
480,Bananal,Location_0480,Brazil,-13.6957,-50.6747,194,Jun,1982,1343,20000,0.067,8,9,9.18,80,Rare,Marsh,Forest,No,No,No,No,Yes,Standard_Crops_OK
481,Roraima,Location_0481,Brazil,3.0002,-60.6558,129,Jun,1981,590,5000,0.118,6,28,3.4,89,Occasional,Open_Water,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
482,Roraima,Location_0482,Brazil,2.9778,-59.3581,208,Dec,1986,1418,5000,0.284,17,10,9.89,189,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
483,Bananal,Location_0483,Brazil,-10.3216,-51.5836,201,Jan,1986,7030,20000,0.351,24,121,11.75,164,Frequent,Savanna,Sedges,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
484,Llanos_de_Mojos,Location_0484,Bolivia,-13.7687,-66.5971,97,Aug,1979,13295,60000,0.222,8,47,11.93,38,Occasional,Open_Water,Aquatic,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
485,Amazon_Mainstem,Location_0485,Brazil,-3.0921,-63.6687,89,Sep,1982,8721,50000,0.174,4,32,1.23,87,Occasional,Savanna,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
486,Roraima,Location_0486,Brazil,2.6362,-59.013,56,Jun,1979,718,5000,0.144,1,20,9.49,55,Occasional,Floodplain_Forest,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
487,Llanos_Orinoco,Location_0487,Venezuela,7.0205,-71.4887,118,Nov,1985,18895,40000,0.472,22,75,1.59,297,Frequent,Open_Water,Mixed,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
488,Llanos_Orinoco,Location_0488,Venezuela,7.9065,-67.4628,60,Jun,1984,2705,40000,0.068,2,64,10.44,95,Rare,Riparian,Aquatic,No,No,No,No,Yes,Standard_Crops_OK
489,Roraima,Location_0489,Brazil,4.424,-60.8021,227,Mar,1981,1553,5000,0.311,19,57,11.55,308,Frequent,Floodplain_Forest,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
490,Amazon_Mainstem,Location_0490,Brazil,-2.9179,-61.4907,183,Jun,1979,5060,50000,0.101,10,45,7.23,92,Occasional,Savanna,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
491,Llanos_Orinoco,Location_0491,Venezuela,9.2649,-71.6774,174,Jun,1983,4806,40000,0.12,0,24,3.9,86,Occasional,Riparian,Sedges,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
492,Llanos_Orinoco,Location_0492,Venezuela,5.8609,-71.5768,189,Apr,1980,19471,40000,0.487,30,91,8.79,310,Frequent,Savanna,Sedges,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
493,Amazon_Mainstem,Location_0493,Brazil,-2.2183,-67.8767,73,Nov,1985,21010,50000,0.42,23,128,1.99,210,Frequent,Marsh,Palm_Swamp,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
494,Amazon_Mainstem,Location_0494,Brazil,-1.5892,-61.2037,168,Sep,1980,3899,50000,0.078,0,53,7.36,36,Rare,Riparian,Palm_Swamp,No,No,No,No,Yes,Standard_Crops_OK
495,Llanos_de_Mojos,Location_0495,Bolivia,-13.3761,-65.279,196,Nov,1985,24542,60000,0.409,24,87,8.24,151,Frequent,Swamp,Grassland,Yes,No,Yes,Yes,Yes,Flood_Tolerant_Species
496,Roraima,Location_0496,Brazil,3.5573,-59.94,211,Jun,1979,673,5000,0.135,0,50,1.66,92,Occasional,Swamp,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
497,Amazon_Mainstem,Location_0497,Brazil,-3.9845,-53.2383,224,Feb,1982,33065,50000,0.661,23,246,11.05,379,Annual,Floodplain_Forest,Grassland,Yes,No,No,No,No,Aquatic_Plants_Only
498,Amazon_Mainstem,Location_0498,Brazil,-2.1432,-65.3566,215,Mar,1986,29343,50000,0.587,19,96,5.68,362,Annual,Floodplain_Forest,Aquatic,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
499,Bananal,Location_0499,Brazil,-9.9531,-51.2118,233,Feb,1983,8708,20000,0.435,29,126,3.1,240,Frequent,Floodplain_Forest,Mixed,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
500,Amazon_Mainstem,Location_0500,Brazil,-2.4806,-54.6583,113,Nov,1987,23891,50000,0.478,21,107,2.3,310,Frequent,Riparian,Forest,Yes,No,Yes,Marginal,Marginal,Flood_Tolerant_Species
501,Llanos_de_Mojos,Location_0501,Bolivia,-12.9478,-67.0121,82,Jul,1985,13520,60000,0.225,10,41,5.41,63,Occasional,Savanna,Grassland,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
502,Pantanal,Location_0502,Brazil,-19.3122,-56.2383,244,Jul,1984,34878,140000,0.249,1,33,6.41,24,Occasional,Riparian,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
503,Amazon_Mainstem,Location_0503,Brazil,-3.9482,-53.1837,216,Apr,1983,26420,50000,0.528,15,53,7.96,253,Annual,Savanna,Sedges,Yes,No,Yes,Yes,Marginal,Aquatic_Plants_Only
504,Pantanal,Location_0504,Brazil,-18.9124,-55.4223,105,Mar,1979,94386,140000,0.674,24,191,9.25,334,Annual,Floodplain_Forest,Grassland,Yes,No,Yes,No,No,Aquatic_Plants_Only
505,Llanos_de_Mojos,Location_0505,Bolivia,-13.399,-67.6787,92,Aug,1980,8345,60000,0.139,7,72,10.87,82,Occasional,Marsh,Mixed,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
506,Pantanal,Location_0506,Brazil,-19.2238,-57.9961,141,Oct,1982,38308,140000,0.274,7,39,8.96,28,Occasional,Floodplain_Forest,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
507,Roraima,Location_0507,Brazil,2.5971,-61.0815,104,Mar,1983,1166,5000,0.233,15,51,3.85,160,Occasional,Savanna,Forest,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
508,Amazon_Mainstem,Location_0508,Brazil,-2.2428,-62.6915,233,Aug,1983,7886,50000,0.158,1,18,10.32,69,Occasional,Floodplain_Forest,Palm_Swamp,No,No,Marginal,Marginal,Yes,Moderately_Tolerant_Species
